StockExchange,Stock,StockTicker,Date,Open,High,Low,Close,AdjClose,Volume
NYSE,Apple,AAPL,2/6/2020,80.64,81.31,80.07,81.3,80.75,105425600
NYSE,Apple,AAPL,2/7/2020,80.59,80.85,79.5,80.01,79.65,117684000
NYSE,Apple,AAPL,2/10/2020,78.54,80.39,78.46,80.39,80.03,109348800
NYSE,Apple,AAPL,2/11/2020,80.9,80.97,79.68,79.9,79.54,94323200
NYSE,Apple,AAPL,2/12/2020,80.37,81.81,80.37,81.8,81.43,113730400
NYSE,Apple,AAPL,2/13/2020,81.05,81.56,80.84,81.22,80.85,94747600
NYSE,Apple,AAPL,2/14/2020,81.18,81.5,80.71,81.24,80.87,80113600
NYSE,Apple,AAPL,2/18/2020,78.84,79.94,78.65,79.75,79.39,152531200
NYSE,Apple,AAPL,2/19/2020,80,81.14,80,80.9,80.54,93984000
NYSE,Apple,AAPL,2/20/2020,80.66,81.16,79.55,80.07,79.72,100566000
NYSE,Apple,AAPL,2/21/2020,79.65,80.11,77.63,78.26,77.91,129554000
NYSE,Apple,AAPL,2/24/2020,74.32,76.04,72.31,74.54,74.21,222195200
NYSE,Apple,AAPL,2/25/2020,75.24,75.63,71.53,72.02,71.7,230673600
NYSE,Apple,AAPL,2/26/2020,71.63,74.47,71.63,73.16,72.83,198054800
NYSE,Apple,AAPL,2/27/2020,70.28,71.5,68.24,68.38,68.07,320605600
NYSE,Apple,AAPL,2/28/2020,64.32,69.6,64.09,68.34,68.03,426884800
NYSE,Apple,AAPL,3/2/2020,70.57,75.36,69.43,74.7,74.37,341397200
NYSE,Apple,AAPL,3/3/2020,75.92,76,71.45,72.33,72,319475600
NYSE,Apple,AAPL,3/4/2020,74.11,75.85,73.28,75.68,75.34,219178400
NYSE,Apple,AAPL,3/5/2020,73.88,74.89,72.85,73.23,72.9,187572800
NYSE,Apple,AAPL,3/6/2020,70.5,72.71,70.31,72.26,71.93,226176800
NYSE,Apple,AAPL,3/9/2020,65.94,69.52,65.75,66.54,66.24,286744800
NYSE,Apple,AAPL,3/10/2020,69.29,71.61,67.34,71.33,71.01,285290000
NYSE,Apple,AAPL,3/11/2020,69.35,70.31,67.96,68.86,68.55,255598800
NYSE,Apple,AAPL,3/12/2020,63.99,67.5,62,62.06,61.78,418474000
NYSE,Apple,AAPL,3/13/2020,66.22,69.98,63.24,69.49,69.18,370732000
NYSE,Apple,AAPL,3/16/2020,60.49,64.77,60,60.55,60.28,322423600
NYSE,Apple,AAPL,3/17/2020,61.88,64.4,59.6,63.22,62.93,324056000
NYSE,Apple,AAPL,3/18/2020,59.94,62.5,59.28,61.67,61.39,300233600
NYSE,Apple,AAPL,3/19/2020,61.85,63.21,60.65,61.2,60.92,271857200
NYSE,Apple,AAPL,3/20/2020,61.79,62.96,57,57.31,57.05,401693200
NYSE,Apple,AAPL,3/23/2020,57.02,57.13,53.15,56.09,55.84,336752800
NYSE,Apple,AAPL,3/24/2020,59.09,61.92,58.58,61.72,61.44,287531200
NYSE,Apple,AAPL,3/25/2020,62.69,64.56,61.08,61.38,61.1,303602000
NYSE,Apple,AAPL,3/26/2020,61.63,64.67,61.59,64.61,64.32,252087200
NYSE,Apple,AAPL,3/27/2020,63.19,63.97,61.76,61.94,61.66,204216800
NYSE,Apple,AAPL,3/30/2020,62.69,63.88,62.35,63.7,63.42,167976400
NYSE,Apple,AAPL,3/31/2020,63.9,65.62,63,63.57,63.29,197002000
NYSE,Apple,AAPL,4/1/2020,61.63,62.18,59.78,60.23,59.96,176218400
NYSE,Apple,AAPL,4/2/2020,60.08,61.29,59.22,61.23,60.96,165934000
NYSE,Apple,AAPL,4/3/2020,60.7,61.42,59.74,60.35,60.08,32470000
NYSE,Apple,AAPL,4/6/2020,62.72,65.78,62.35,65.62,65.32,50289700
NYSE,Apple,AAPL,4/7/2020,67.7,67.93,64.75,64.86,64.57,202887200
NYSE,Apple,AAPL,4/8/2020,65.68,66.84,65.31,66.52,66.22,168895200
NYSE,Apple,AAPL,4/9/2020,67.18,67.52,66.18,67,66.7,162116400
NYSE,Apple,AAPL,4/13/2020,67.08,68.43,66.46,68.31,68.01,131022800
NYSE,Apple,AAPL,4/14/2020,70,72.06,69.51,71.76,71.44,194994800
NYSE,Apple,AAPL,4/15/2020,70.6,71.58,70.16,71.11,70.79,131154400
NYSE,Apple,AAPL,4/16/2020,71.85,72.05,70.59,71.67,71.35,157125200
NYSE,Apple,AAPL,4/17/2020,71.17,71.74,69.21,70.7,70.38,215250000
NYSE,Apple,AAPL,4/20/2020,69.49,70.42,69.21,69.23,68.92,130015200
NYSE,Apple,AAPL,4/21/2020,69.07,69.31,66.36,67.09,66.79,180991600
NYSE,Apple,AAPL,4/22/2020,68.4,69.47,68.05,69.03,68.71,117057200
NYSE,Apple,AAPL,4/23/2020,68.97,70.44,68.72,68.76,68.45,124814400
NYSE,Apple,AAPL,4/24/2020,69.3,70.75,69.25,70.74,70.42,126508800
NYSE,Apple,AAPL,4/27/2020,70.45,71.14,69.99,70.79,70.47,117087600
NYSE,Apple,AAPL,4/28/2020,71.27,71.46,69.55,69.64,69.33,112004800
NYSE,Apple,AAPL,4/29/2020,71.18,72.42,70.97,71.93,71.61,137280800
NYSE,Apple,AAPL,4/30/2020,72.49,73.63,72.09,73.45,73.12,183064000
NYSE,Apple,AAPL,5/1/2020,71.56,74.75,71.46,72.27,71.94,240616800
NYSE,Apple,AAPL,5/4/2020,72.29,73.42,71.58,73.29,72.96,133568000
NYSE,Apple,AAPL,5/5/2020,73.76,75.25,73.61,74.39,74.06,147751200
NYSE,Apple,AAPL,5/6/2020,75.11,75.81,74.72,75.16,74.82,142333600
NYSE,Apple,AAPL,5/7/2020,75.81,76.29,75.49,75.93,75.59,115215200
NYSE,Apple,AAPL,5/8/2020,76.41,77.59,76.07,77.53,77.39,134048000
NYSE,Apple,AAPL,5/11/2020,77.03,79.26,76.81,78.75,78.61,145946400
NYSE,Apple,AAPL,5/12/2020,79.46,79.92,77.73,77.85,77.71,162301200
NYSE,Apple,AAPL,5/13/2020,78.04,78.99,75.8,76.91,76.77,200622400
NYSE,Apple,AAPL,5/14/2020,76.13,77.45,75.38,77.39,77.25,158929200
NYSE,Apple,AAPL,5/15/2020,75.09,76.97,75.05,76.93,76.79,166348400
NYSE,Apple,AAPL,5/18/2020,78.29,79.13,77.58,78.74,78.6,135372400
NYSE,Apple,AAPL,5/19/2020,78.76,79.63,78.25,78.29,78.14,101729600
NYSE,Apple,AAPL,5/20/2020,79.17,79.88,79.13,79.81,79.66,111504800
NYSE,Apple,AAPL,5/21/2020,79.67,80.22,78.97,79.21,79.07,102688800
NYSE,Apple,AAPL,5/22/2020,78.94,79.81,78.84,79.72,79.58,81803200
NYSE,Apple,AAPL,5/26/2020,80.88,81.06,79.13,79.18,79.04,125522000
NYSE,Apple,AAPL,5/27/2020,79.04,79.68,78.27,79.53,79.38,112945200
NYSE,Apple,AAPL,5/28/2020,79.19,80.86,78.91,79.56,79.42,133560800
NYSE,Apple,AAPL,5/29/2020,79.81,80.29,79.12,79.49,79.34,153598000
NYSE,Apple,AAPL,6/1/2020,79.44,80.59,79.3,80.46,80.32,80791200
NYSE,Apple,AAPL,6/2/2020,80.19,80.86,79.73,80.83,80.69,87642800
NYSE,Apple,AAPL,6/3/2020,81.17,81.55,80.57,81.28,81.13,104491200
NYSE,Apple,AAPL,6/4/2020,81.1,81.4,80.2,80.58,80.43,87560400
NYSE,Apple,AAPL,6/5/2020,80.84,82.94,80.81,82.88,82.73,137250400
NYSE,Apple,AAPL,6/8/2020,82.56,83.4,81.83,83.36,83.21,95654400
NYSE,Apple,AAPL,6/9/2020,83.04,86.4,83,86,85.84,147712400
NYSE,Apple,AAPL,6/10/2020,86.97,88.69,86.52,88.21,88.05,166651600
NYSE,Apple,AAPL,6/11/2020,87.33,87.76,83.87,83.97,83.82,201662400
NYSE,Apple,AAPL,6/12/2020,86.18,86.95,83.56,84.7,84.55,200146000
NYSE,Apple,AAPL,6/15/2020,83.31,86.42,83.14,85.75,85.59,138808800
NYSE,Apple,AAPL,6/16/2020,87.86,88.3,86.18,88.02,87.86,165428800
NYSE,Apple,AAPL,6/17/2020,88.79,88.85,87.77,87.9,87.74,114406400
NYSE,Apple,AAPL,6/18/2020,87.85,88.36,87.31,87.93,87.77,96820400
NYSE,Apple,AAPL,6/19/2020,88.66,89.14,86.29,87.43,87.27,264476000
NYSE,Apple,AAPL,6/22/2020,87.83,89.86,87.79,89.72,89.56,135445200
NYSE,Apple,AAPL,6/23/2020,91,93.1,90.57,91.63,91.47,212155600
NYSE,Apple,AAPL,6/24/2020,91.25,92.2,89.63,90.01,89.85,192623200
NYSE,Apple,AAPL,6/25/2020,90.18,91.25,89.39,91.21,91.05,137522400
NYSE,Apple,AAPL,6/26/2020,91.1,91.33,88.25,88.41,88.25,205256800
NYSE,Apple,AAPL,6/29/2020,88.31,90.54,87.82,90.45,90.28,130646000
NYSE,Apple,AAPL,6/30/2020,90.02,91.5,90,91.2,91.04,140223200
NYSE,Apple,AAPL,7/1/2020,91.28,91.84,90.98,91.03,90.86,110737200
NYSE,Apple,AAPL,7/2/2020,91.96,92.62,90.91,91.03,90.86,114041600
NYSE,Apple,AAPL,7/6/2020,92.5,93.95,92.47,93.46,93.29,118655600
NYSE,Apple,AAPL,7/7/2020,93.85,94.65,93.06,93.17,93,112424400
NYSE,Apple,AAPL,7/8/2020,94.18,95.38,94.09,95.34,95.17,117092000
NYSE,Apple,AAPL,7/9/2020,96.26,96.32,94.67,95.75,95.58,125642800
NYSE,Apple,AAPL,7/10/2020,95.33,95.98,94.71,95.92,95.75,90257200
NYSE,Apple,AAPL,7/13/2020,97.26,99.96,95.26,95.48,95.31,191649200
NYSE,Apple,AAPL,7/14/2020,94.84,97.25,93.88,97.06,96.88,170989200
NYSE,Apple,AAPL,7/15/2020,98.99,99.25,96.49,97.72,97.55,153198000
NYSE,Apple,AAPL,7/16/2020,96.56,97.4,95.9,96.52,96.35,110577600
NYSE,Apple,AAPL,7/17/2020,96.99,97.15,95.84,96.33,96.15,92186800
NYSE,Apple,AAPL,7/20/2020,96.42,98.5,96.06,98.36,98.18,90318000
NYSE,Apple,AAPL,7/21/2020,99.17,99.25,96.74,97,96.83,103646000
NYSE,Apple,AAPL,7/22/2020,96.69,97.97,96.6,97.27,97.1,89001600
NYSE,Apple,AAPL,7/23/2020,97,97.08,92.01,92.85,92.68,197004400
NYSE,Apple,AAPL,7/24/2020,90.99,92.97,89.14,92.61,92.45,185438800
NYSE,Apple,AAPL,7/27/2020,93.71,94.9,93.48,94.81,94.64,121214000
NYSE,Apple,AAPL,7/28/2020,94.37,94.55,93.25,93.25,93.08,103625600
NYSE,Apple,AAPL,7/29/2020,93.75,95.23,93.71,95.04,94.87,90329200
NYSE,Apple,AAPL,7/30/2020,94.19,96.3,93.77,96.19,96.02,158130000
NYSE,Apple,AAPL,7/31/2020,102.89,106.42,100.82,106.26,106.07,374336800
NYSE,Apple,AAPL,8/3/2020,108.2,111.64,107.89,108.94,108.74,308151200
NYSE,Apple,AAPL,8/4/2020,109.13,110.79,108.39,109.67,109.47,173071600
NYSE,Apple,AAPL,8/5/2020,109.38,110.39,108.9,110.06,109.86,121992000
NYSE,Apple,AAPL,8/6/2020,110.4,114.41,109.8,113.9,113.7,202428800
NYSE,Apple,AAPL,8/7/2020,113.21,113.68,110.29,111.11,111.11,198045600
NYSE,Apple,AAPL,8/10/2020,112.6,113.78,110,112.73,112.73,212403600
NYSE,Apple,AAPL,8/11/2020,111.97,112.48,109.11,109.38,109.38,187902400
NYSE,Apple,AAPL,8/12/2020,110.5,113.28,110.3,113.01,113.01,165944800
NYSE,Apple,AAPL,8/13/2020,114.43,116.04,113.93,115.01,115.01,210082000
NYSE,Apple,AAPL,8/14/2020,114.83,115,113.04,114.91,114.91,165565200
NYSE,Apple,AAPL,8/17/2020,116.06,116.09,113.96,114.61,114.61,119561600
NYSE,Apple,AAPL,8/18/2020,114.35,116,114.01,115.56,115.56,105633600
NYSE,Apple,AAPL,8/19/2020,115.98,117.16,115.61,115.71,115.71,145538000
NYSE,Apple,AAPL,8/20/2020,115.75,118.39,115.73,118.28,118.28,126907200
NYSE,Apple,AAPL,8/21/2020,119.26,124.87,119.25,124.37,124.37,338054800
NYSE,Apple,AAPL,8/24/2020,128.7,128.79,123.94,125.86,125.86,345937600
NYSE,Apple,AAPL,8/25/2020,124.7,125.18,123.05,124.82,124.82,211495600
NYSE,Apple,AAPL,8/26/2020,126.18,126.99,125.08,126.52,126.52,163022400
NYSE,Apple,AAPL,8/27/2020,127.14,127.49,123.83,125.01,125.01,155552400
NYSE,Apple,AAPL,8/28/2020,126.01,126.44,124.58,124.81,124.81,187630000
NYSE,Apple,AAPL,8/31/2020,127.58,131,126,129.04,129.04,225702700
NYSE,Apple,AAPL,9/1/2020,132.76,134.8,130.53,134.18,134.18,152470100
NYSE,Apple,AAPL,9/2/2020,137.59,137.98,127,131.4,131.4,200119000
NYSE,Apple,AAPL,9/3/2020,126.91,128.84,120.5,120.88,120.88,257599600
NYSE,Apple,AAPL,9/4/2020,120.07,123.7,110.89,120.96,120.96,332607200
NYSE,Apple,AAPL,9/8/2020,113.95,118.99,112.68,112.82,112.82,231366600
NYSE,Apple,AAPL,9/9/2020,117.26,119.14,115.26,117.32,117.32,176940500
NYSE,Apple,AAPL,9/10/2020,120.36,120.5,112.5,113.49,113.49,182274400
NYSE,Apple,AAPL,9/11/2020,114.57,115.23,110,112,112,180860300
NYSE,Apple,AAPL,9/14/2020,114.72,115.93,112.8,115.36,115.36,140150100
NYSE,Apple,AAPL,9/15/2020,118.33,118.83,113.61,115.54,115.54,184642000
NYSE,Apple,AAPL,9/16/2020,115.23,116,112.04,112.13,112.13,154679000
NYSE,Apple,AAPL,9/17/2020,109.72,112.2,108.71,110.34,110.34,178011000
NYSE,Apple,AAPL,9/18/2020,110.4,110.88,106.09,106.84,106.84,287104900
NYSE,Apple,AAPL,9/21/2020,104.54,110.19,103.1,110.08,110.08,195713800
NYSE,Apple,AAPL,9/22/2020,112.68,112.86,109.16,111.81,111.81,183055400
NYSE,Apple,AAPL,9/23/2020,111.62,112.11,106.77,107.12,107.12,150718700
NYSE,Apple,AAPL,9/24/2020,105.17,110.25,105,108.22,108.22,167743300
NYSE,Apple,AAPL,9/25/2020,108.43,112.44,107.67,112.28,112.28,149981400
NYSE,Apple,AAPL,9/28/2020,115.01,115.32,112.78,114.96,114.96,137672400
NYSE,Apple,AAPL,9/29/2020,114.55,115.31,113.57,114.09,114.09,99382200
NYSE,Apple,AAPL,9/30/2020,113.79,117.26,113.62,115.81,115.81,142675200
NYSE,Apple,AAPL,10/1/2020,117.64,117.72,115.83,116.79,116.79,116120400
NYSE,Apple,AAPL,10/2/2020,112.89,115.37,112.22,113.02,113.02,144712000
NYSE,Apple,AAPL,10/5/2020,113.91,116.65,113.55,116.5,116.5,105720800
NYSE,Apple,AAPL,10/6/2020,115.7,116.12,112.25,113.16,113.16,157081896
NYSE,Google,GOOG,10/7/2019,"1,204.40","1,218.20","1,203.75","1,207.68","1,207.68",842900
NYSE,Google,GOOG,10/8/2019,"1,197.59","1,206.08","1,189.01","1,189.13","1,189.13",1039300
NYSE,Google,GOOG,10/9/2019,"1,199.35","1,208.35","1,197.63","1,202.31","1,202.31",867700
NYSE,Google,GOOG,10/10/2019,"1,198.58","1,215.00","1,197.34","1,208.67","1,208.67",846600
NYSE,Google,GOOG,10/11/2019,"1,222.21","1,228.39","1,213.74","1,215.45","1,215.45",1272700
NYSE,Google,GOOG,10/14/2019,"1,212.34","1,226.33","1,211.76","1,217.14","1,217.14",867500
NYSE,Google,GOOG,10/15/2019,"1,220.40","1,247.33","1,220.40","1,243.01","1,243.01",1381700
NYSE,Google,GOOG,10/16/2019,"1,241.17","1,254.74","1,238.45","1,243.64","1,243.64",1094600
NYSE,Google,GOOG,10/17/2019,"1,250.93","1,263.32","1,249.94","1,253.07","1,253.07",952400
NYSE,Google,GOOG,10/18/2019,"1,253.46","1,258.89","1,241.08","1,245.49","1,245.49",1352800
NYSE,Google,GOOG,10/21/2019,"1,252.26","1,254.63","1,240.60","1,246.15","1,246.15",1027200
NYSE,Google,GOOG,10/22/2019,"1,247.85","1,250.60","1,241.38","1,242.80","1,242.80",1023800
NYSE,Google,GOOG,10/23/2019,"1,242.36","1,259.89","1,242.36","1,259.13","1,259.13",911500
NYSE,Google,GOOG,10/24/2019,"1,260.90","1,264.00","1,253.71","1,260.99","1,260.99",1028100
NYSE,Google,GOOG,10/25/2019,"1,251.03","1,269.60","1,250.01","1,265.13","1,265.13",1213100
NYSE,Google,GOOG,10/28/2019,"1,275.45","1,299.31","1,272.54","1,290.00","1,290.00",2613200
NYSE,Google,GOOG,10/29/2019,"1,276.23","1,281.59","1,257.21","1,262.62","1,262.62",1886400
NYSE,Google,GOOG,10/30/2019,"1,252.97","1,269.36","1,252.00","1,261.29","1,261.29",1408900
NYSE,Google,GOOG,10/31/2019,"1,261.28","1,267.67","1,250.84","1,260.11","1,260.11",1455700
NYSE,Google,GOOG,11/1/2019,"1,265.00","1,274.62","1,260.50","1,273.74","1,273.74",1670100
NYSE,Google,GOOG,11/4/2019,"1,276.45","1,294.13","1,276.35","1,291.37","1,291.37",1501000
NYSE,Google,GOOG,11/5/2019,"1,292.89","1,298.93","1,291.23","1,292.03","1,292.03",1282700
NYSE,Google,GOOG,11/6/2019,"1,289.46","1,293.73","1,282.50","1,291.80","1,291.80",1152700
NYSE,Google,GOOG,11/7/2019,"1,294.28","1,323.74","1,294.24","1,308.86","1,308.86",2030000
NYSE,Google,GOOG,11/8/2019,"1,305.28","1,318.00","1,304.36","1,311.37","1,311.37",1251400
NYSE,Google,GOOG,11/11/2019,"1,303.18","1,306.43","1,297.41","1,299.19","1,299.19",1011900
NYSE,Google,GOOG,11/12/2019,"1,300.00","1,310.00","1,295.77","1,298.80","1,298.80",1085900
NYSE,Google,GOOG,11/13/2019,"1,294.07","1,304.30","1,293.51","1,298.00","1,298.00",826700
NYSE,Google,GOOG,11/14/2019,"1,297.50","1,317.00","1,295.65","1,311.46","1,311.46",1193500
NYSE,Google,GOOG,11/15/2019,"1,318.94","1,334.88","1,314.28","1,334.87","1,334.87",1782600
NYSE,Google,GOOG,11/18/2019,"1,332.22","1,335.53","1,317.50","1,320.70","1,320.70",1487400
NYSE,Google,GOOG,11/19/2019,"1,327.70","1,327.70","1,312.80","1,315.46","1,315.46",1269200
