StockExchange,Stock,StockTicker,Date,Open,High,Low,Close,AdjClose,Volume
NYSE,Google,GOOG,8/11/2020,"1,492.44","1,510.00","1,478.00","1,480.32","1,480.32",1454400
NYSE,Google,GOOG,8/12/2020,"1,485.58","1,512.39","1,485.25","1,506.62","1,506.62",1437700
NYSE,Google,GOOG,8/13/2020,"1,510.34","1,537.25","1,508.01","1,518.45","1,518.45",1455200
NYSE,Google,GOOG,8/14/2020,"1,515.66","1,521.90","1,502.88","1,507.73","1,507.73",1354800
NYSE,Google,GOOG,8/17/2020,"1,514.67","1,525.61","1,507.97","1,517.98","1,517.98",1378300
NYSE,Google,GOOG,8/18/2020,"1,526.18","1,562.47","1,523.71","1,558.60","1,558.60",2027100
NYSE,Google,GOOG,8/19/2020,"1,553.31","1,573.68","1,543.95","1,547.53","1,547.53",1660600
NYSE,Google,GOOG,8/20/2020,"1,543.45","1,585.87","1,538.20","1,581.75","1,581.75",1706900
NYSE,Google,GOOG,8/21/2020,"1,577.03","1,597.72","1,568.01","1,580.42","1,580.42",1446500
NYSE,Google,GOOG,8/24/2020,"1,593.98","1,614.17","1,580.57","1,588.20","1,588.20",1409900
NYSE,Google,GOOG,8/25/2020,"1,582.07","1,611.62","1,582.07","1,608.22","1,608.22",2247100
NYSE,Google,GOOG,8/26/2020,"1,608.00","1,659.22","1,603.60","1,652.38","1,652.38",3993400
NYSE,Google,GOOG,8/27/2020,"1,653.68","1,655.00","1,625.75","1,634.33","1,634.33",1861600
NYSE,Google,GOOG,8/28/2020,"1,633.49","1,647.17","1,630.75","1,644.41","1,644.41",1499800
NYSE,Google,GOOG,8/31/2020,"1,647.89","1,647.96","1,630.31","1,634.18","1,634.18",1823400
NYSE,Google,GOOG,9/1/2020,"1,636.63","1,665.73","1,632.22","1,660.71","1,660.71",1826700
NYSE,Google,GOOG,9/2/2020,"1,673.78","1,733.18","1,666.33","1,728.28","1,728.28",2511200
NYSE,Google,GOOG,9/3/2020,"1,709.71","1,709.71","1,615.06","1,641.84","1,641.84",3107800
NYSE,Google,GOOG,9/4/2020,"1,624.26","1,645.11","1,547.61","1,591.04","1,591.04",2608600
NYSE,Google,GOOG,9/8/2020,"1,533.51","1,563.86","1,528.01","1,532.39","1,532.39",2610900
NYSE,Google,GOOG,9/9/2020,"1,557.53","1,569.00","1,536.05","1,556.96","1,556.96",1774700
NYSE,Google,GOOG,9/10/2020,"1,560.64","1,584.08","1,525.81","1,532.02","1,532.02",1618600
NYSE,Google,GOOG,9/11/2020,"1,536.00","1,575.20","1,497.36","1,520.72","1,520.72",1597100
NYSE,Google,GOOG,9/14/2020,"1,539.01","1,564.00","1,515.74","1,519.28","1,519.28",1696600
NYSE,Google,GOOG,9/15/2020,"1,536.00","1,559.57","1,531.83","1,541.44","1,541.44",1331100
NYSE,Google,GOOG,9/16/2020,"1,555.54","1,562.00","1,519.82","1,520.90","1,520.90",1311700
NYSE,Google,GOOG,9/17/2020,"1,496.00","1,508.30","1,470.00","1,495.53","1,495.53",1879800
NYSE,Google,GOOG,9/18/2020,"1,498.01","1,503.00","1,437.13","1,459.99","1,459.99",3103900
NYSE,Google,GOOG,9/21/2020,"1,440.06","1,448.36","1,406.55","1,431.16","1,431.16",2888800
NYSE,Google,GOOG,9/22/2020,"1,450.09","1,469.52","1,434.53","1,465.46","1,465.46",1583200
NYSE,Google,GOOG,9/23/2020,"1,458.78","1,460.96","1,407.70","1,415.21","1,415.21",1657400
NYSE,Google,GOOG,9/24/2020,"1,411.03","1,443.71","1,409.85","1,428.29","1,428.29",1450200
NYSE,Google,GOOG,9/25/2020,"1,432.63","1,450.00","1,413.34","1,444.96","1,444.96",1323000
NYSE,Google,GOOG,9/28/2020,"1,474.21","1,476.80","1,449.30","1,464.52","1,464.52",2007900
NYSE,Google,GOOG,9/29/2020,"1,470.39","1,476.66","1,458.81","1,469.33","1,469.33",978200
NYSE,Google,GOOG,9/30/2020,"1,466.80","1,489.75","1,459.88","1,469.60","1,469.60",1700600
NYSE,Google,GOOG,10/1/2020,"1,484.27","1,499.04","1,479.21","1,490.09","1,490.09",1779500
NYSE,Google,GOOG,10/2/2020,"1,462.03","1,483.20","1,450.92","1,458.42","1,458.42",1284100
NYSE,Google,GOOG,10/5/2020,"1,466.21","1,488.21","1,464.27","1,486.02","1,486.02",1111500
NYSE,Google,GOOG,10/6/2020,"1,475.58","1,486.76","1,448.59","1,453.44","1,453.44",1198917
NYSE,Microsoft,MSFT,43745,137.14,138.18,137.02,137.12,135.58,15303700
NYSE,Microsoft,MSFT,10/8/2019,137.08,137.76,135.62,135.67,134.14,25550500
NYSE,Microsoft,MSFT,10/9/2019,137.46,138.7,136.97,138.24,136.68,19749900
NYSE,Microsoft,MSFT,10/10/2019,138.49,139.67,138.25,139.1,137.53,17654600
NYSE,Microsoft,MSFT,10/11/2019,140.12,141.03,139.5,139.68,138.11,25446000
NYSE,Microsoft,MSFT,10/14/2019,139.69,140.29,139.52,139.55,137.98,13304300
NYSE,Microsoft,MSFT,10/15/2019,140.06,141.79,139.81,141.57,139.98,19695700
NYSE,Microsoft,MSFT,10/16/2019,140.79,140.99,139.53,140.41,138.83,20751600
NYSE,Microsoft,MSFT,10/17/2019,140.95,141.42,139.02,139.69,138.12,21460600
NYSE,Microsoft,MSFT,10/18/2019,139.76,140,136.56,137.41,135.86,32273500
NYSE,Microsoft,MSFT,10/21/2019,138.45,138.5,137.01,138.43,136.87,20078200
NYSE,Microsoft,MSFT,10/22/2019,138.97,140.01,136.26,136.37,134.83,27431000
NYSE,Microsoft,MSFT,10/23/2019,136.88,137.45,135.61,137.24,135.7,29844600
NYSE,Microsoft,MSFT,10/24/2019,139.39,140.42,138.67,139.94,138.36,37029300
NYSE,Microsoft,MSFT,10/25/2019,139.34,141.14,139.2,140.73,139.15,25959700
NYSE,Microsoft,MSFT,10/28/2019,144.4,145.67,143.51,144.19,142.57,35280100
NYSE,Microsoft,MSFT,10/29/2019,144.08,144.5,142.65,142.83,141.22,20589500
NYSE,Microsoft,MSFT,10/30/2019,143.52,145,142.79,144.61,142.98,18496600
NYSE,Microsoft,MSFT,10/31/2019,144.9,144.93,142.99,143.37,141.76,24605100
NYSE,Microsoft,MSFT,11/1/2019,144.26,144.42,142.97,143.72,142.1,33128400
NYSE,Microsoft,MSFT,11/4/2019,144.83,145,144.16,144.55,142.92,16912000
NYSE,Microsoft,MSFT,11/5/2019,144.97,145.02,143.91,144.46,142.83,18250200
NYSE,Microsoft,MSFT,11/6/2019,144.37,144.52,143.2,144.06,142.44,16575800
NYSE,Microsoft,MSFT,11/7/2019,143.84,144.88,143.77,144.26,142.64,17786700
NYSE,Microsoft,MSFT,11/8/2019,143.98,145.99,143.76,145.96,144.32,16732700
NYSE,Microsoft,MSFT,11/11/2019,145.34,146.42,144.73,146.11,144.47,14362600
NYSE,Microsoft,MSFT,11/12/2019,146.28,147.57,146.06,147.07,145.41,18641600
NYSE,Microsoft,MSFT,11/13/2019,146.74,147.46,146.28,147.31,145.65,16919200
NYSE,Microsoft,MSFT,11/14/2019,147.02,148.41,147,148.06,146.39,19729800
NYSE,Microsoft,MSFT,11/15/2019,148.93,149.99,148.27,149.97,148.28,23485700
NYSE,Microsoft,MSFT,11/18/2019,150.07,150.55,148.98,150.34,148.65,21534000
NYSE,Microsoft,MSFT,11/19/2019,150.88,151.33,150.2,150.39,148.7,23935700
NYSE,Microsoft,MSFT,11/20/2019,150.31,150.84,148.46,149.62,148.44,25696800
NYSE,Microsoft,MSFT,11/21/2019,149.4,149.8,148.5,149.48,148.3,18576100
NYSE,Microsoft,MSFT,11/22/2019,150.07,150.3,148.82,149.59,148.41,15901800
NYSE,Microsoft,MSFT,11/25/2019,150,151.35,149.92,151.23,150.04,22420900
NYSE,Microsoft,MSFT,11/26/2019,151.36,152.42,151.32,152.03,150.83,24620100
NYSE,Microsoft,MSFT,11/27/2019,152.33,152.5,151.52,152.32,151.12,15184400
NYSE,Microsoft,MSFT,11/29/2019,152.1,152.3,151.28,151.38,150.19,11977300
NYSE,Microsoft,MSFT,12/2/2019,151.81,151.83,148.32,149.55,148.37,27418400
NYSE,Microsoft,MSFT,12/3/2019,147.49,149.43,146.65,149.31,148.13,24066000
NYSE,Microsoft,MSFT,12/4/2019,150.14,150.18,149.2,149.85,148.67,17574700
NYSE,Microsoft,MSFT,12/5/2019,150.05,150.32,149.48,149.93,148.75,17869100
NYSE,Microsoft,MSFT,12/6/2019,150.99,151.87,150.27,151.75,150.55,16403500
NYSE,Microsoft,MSFT,12/9/2019,151.07,152.21,150.91,151.36,150.17,16687400
NYSE,Microsoft,MSFT,12/10/2019,151.29,151.89,150.76,151.13,149.94,16476100
NYSE,Microsoft,MSFT,12/11/2019,151.54,151.87,150.33,151.7,150.5,18856600
NYSE,Microsoft,MSFT,12/12/2019,151.65,153.44,151.02,153.24,152.03,24612100
NYSE,Microsoft,MSFT,12/13/2019,153,154.89,152.83,154.53,153.31,23845400
NYSE,Microsoft,MSFT,12/16/2019,155.11,155.9,154.82,155.53,154.3,24144200
NYSE,Microsoft,MSFT,12/17/2019,155.45,155.71,154.45,154.69,153.47,25425600
NYSE,Microsoft,MSFT,12/18/2019,154.3,155.48,154.18,154.37,153.15,24129200
NYSE,Microsoft,MSFT,12/19/2019,154,155.77,153.75,155.71,154.48,24958900
NYSE,Microsoft,MSFT,12/20/2019,157.35,158.49,156.29,157.41,156.17,53477500
NYSE,Microsoft,MSFT,12/23/2019,158.12,158.12,157.27,157.41,156.17,17718200
NYSE,Microsoft,MSFT,12/24/2019,157.48,157.71,157.12,157.38,156.14,8989200
NYSE,Microsoft,MSFT,12/26/2019,157.56,158.73,157.4,158.67,157.42,14520600
NYSE,Microsoft,MSFT,12/27/2019,159.45,159.55,158.22,158.96,157.71,18412800
NYSE,Microsoft,MSFT,12/30/2019,158.99,159.02,156.73,157.59,156.35,16348400
NYSE,Microsoft,MSFT,12/31/2019,156.77,157.77,156.45,157.7,156.46,18369400
NYSE,Microsoft,MSFT,1/2/2020,158.78,160.73,158.33,160.62,159.35,22622100
NYSE,Microsoft,MSFT,1/3/2020,158.32,159.95,158.06,158.62,157.37,21116200
NYSE,Microsoft,MSFT,1/6/2020,157.08,159.1,156.51,159.03,157.77,20813700
NYSE,Microsoft,MSFT,1/7/2020,159.32,159.67,157.32,157.58,156.34,21634100
NYSE,Microsoft,MSFT,1/8/2020,158.93,160.8,157.95,160.09,158.83,27746500
NYSE,Microsoft,MSFT,1/9/2020,161.84,162.22,161.03,162.09,160.81,21385000
NYSE,Microsoft,MSFT,1/10/2020,162.82,163.22,161.18,161.34,160.07,20725900
NYSE,Microsoft,MSFT,1/13/2020,161.76,163.31,161.26,163.28,161.99,21626500
NYSE,Microsoft,MSFT,1/14/2020,163.39,163.6,161.72,162.13,160.85,23477400
NYSE,Microsoft,MSFT,1/15/2020,162.62,163.94,162.57,163.18,161.89,21417900
NYSE,Microsoft,MSFT,1/16/2020,164.35,166.24,164.03,166.17,164.86,23865400
NYSE,Microsoft,MSFT,1/17/2020,167.42,167.47,165.43,167.1,165.78,34371700
NYSE,Microsoft,MSFT,1/21/2020,166.68,168.19,166.43,166.5,165.19,29517200
NYSE,Microsoft,MSFT,1/22/2020,167.4,167.49,165.68,165.7,164.39,24138800
NYSE,Microsoft,MSFT,1/23/2020,166.19,166.8,165.27,166.72,165.4,19680800
NYSE,Microsoft,MSFT,1/24/2020,167.51,167.53,164.45,165.04,163.74,24918100
NYSE,Microsoft,MSFT,1/27/2020,161.15,163.38,160.2,162.28,161,32078100
NYSE,Microsoft,MSFT,1/28/2020,163.78,165.76,163.07,165.46,164.15,24899900
NYSE,Microsoft,MSFT,1/29/2020,167.84,168.75,165.69,168.04,166.71,34754500
NYSE,Microsoft,MSFT,1/30/2020,174.05,174.05,170.79,172.78,171.42,51597500
NYSE,Microsoft,MSFT,1/31/2020,172.21,172.4,169.58,170.23,168.89,36142700
NYSE,Microsoft,MSFT,2/3/2020,170.43,174.5,170.4,174.38,173,30149100
NYSE,Microsoft,MSFT,2/4/2020,177.14,180.64,176.31,180.12,178.7,36433300
NYSE,Microsoft,MSFT,2/5/2020,184.03,184.2,178.41,179.9,178.48,39186300
NYSE,Microsoft,MSFT,2/6/2020,180.97,183.82,180.06,183.63,182.18,27751400
NYSE,Microsoft,MSFT,2/7/2020,182.85,185.63,182.48,183.89,182.44,33529100
NYSE,Microsoft,MSFT,2/10/2020,183.58,188.84,183.25,188.7,187.21,35844300
NYSE,Microsoft,MSFT,2/11/2020,190.65,190.7,183.5,184.44,182.98,53159900
NYSE,Microsoft,MSFT,2/12/2020,185.58,185.85,181.85,184.71,183.25,47062900
NYSE,Microsoft,MSFT,2/13/2020,183.08,186.23,182.87,183.71,182.26,35295800
NYSE,Microsoft,MSFT,2/14/2020,183.25,185.41,182.65,185.35,183.89,23149500
NYSE,Microsoft,MSFT,2/18/2020,185.61,187.7,185.5,187.23,185.75,27792200
NYSE,Microsoft,MSFT,2/19/2020,188.06,188.18,186.47,187.28,186.31,29997500
NYSE,Microsoft,MSFT,2/20/2020,186.95,187.25,181.1,184.42,183.46,36862400
NYSE,Microsoft,MSFT,2/21/2020,183.17,183.5,177.25,178.59,177.66,48572600
NYSE,Microsoft,MSFT,2/24/2020,167.77,174.55,163.23,170.89,170,68311100
NYSE,Microsoft,MSFT,2/25/2020,174.2,174.84,167.65,168.07,167.2,68073300
NYSE,Microsoft,MSFT,2/26/2020,169.71,173.26,168.21,170.17,169.29,56206100
NYSE,Microsoft,MSFT,2/27/2020,163.32,167.03,157.98,158.18,157.36,93174900
NYSE,Microsoft,MSFT,2/28/2020,152.41,163.71,152,162.01,161.17,97073600
NYSE,Microsoft,MSFT,3/2/2020,165.31,172.92,162.31,172.79,171.89,71030800
NYSE,Microsoft,MSFT,3/3/2020,173.8,175,162.26,164.51,163.66,71677000
NYSE,Microsoft,MSFT,3/4/2020,168.49,170.7,165.62,170.55,169.67,49814400
NYSE,Microsoft,MSFT,3/5/2020,166.05,170.87,165.69,166.27,165.41,47817300
NYSE,Microsoft,MSFT,3/6/2020,162.61,163.11,156,161.57,160.73,72821100
NYSE,Microsoft,MSFT,3/9/2020,151,157.75,150,150.62,149.84,70419300
NYSE,Microsoft,MSFT,3/10/2020,158.16,161.03,152.58,160.92,160.09,65354400
NYSE,Microsoft,MSFT,3/11/2020,157.13,157.7,151.15,153.63,152.83,56371600
NYSE,Microsoft,MSFT,3/12/2020,145.3,153.47,138.58,139.06,138.34,93226400
NYSE,Microsoft,MSFT,3/13/2020,147.5,161.91,140.73,158.83,158.01,92727400
NYSE,Microsoft,MSFT,3/16/2020,140,149.35,135,135.42,134.72,87905900
NYSE,Microsoft,MSFT,3/17/2020,140,147.5,135,146.57,145.81,81059800
NYSE,Microsoft,MSFT,3/18/2020,138,146,135.02,140.4,139.67,81593200
NYSE,Microsoft,MSFT,3/19/2020,142.77,150.15,139,142.71,141.97,85922700
NYSE,Microsoft,MSFT,3/20/2020,146,147.1,135.86,137.35,136.64,84866200
NYSE,Microsoft,MSFT,3/23/2020,137.01,140.57,132.52,135.98,135.28,78975200
NYSE,Microsoft,MSFT,3/24/2020,143.75,149.6,141.27,148.34,147.57,82516700
NYSE,Microsoft,MSFT,3/25/2020,148.91,154.33,144.44,146.92,146.16,75638200
NYSE,Microsoft,MSFT,3/26/2020,148.4,156.66,148.37,156.11,155.3,64568100
NYSE,Microsoft,MSFT,3/27/2020,151.75,154.89,149.2,149.7,148.92,57042300
NYSE,Microsoft,MSFT,3/30/2020,152.44,160.6,150.01,160.23,159.4,63420300
NYSE,Microsoft,MSFT,3/31/2020,159.4,164.78,156.56,157.71,156.89,77927200
NYSE,Microsoft,MSFT,4/1/2020,153,157.75,150.82,152.11,151.32,57969900
NYSE,Microsoft,MSFT,4/2/2020,151.86,155.48,150.36,155.26,154.46,49630700
NYSE,Microsoft,MSFT,4/3/2020,155.1,157.38,152.19,153.83,153.03,41243300
NYSE,Microsoft,MSFT,4/6/2020,160.32,166.5,157.58,165.27,164.41,67021300
NYSE,Microsoft,MSFT,4/7/2020,169.59,170,163.26,163.49,162.64,62769000
NYSE,Microsoft,MSFT,4/8/2020,165.67,166.67,163.5,165.13,164.27,48318200
NYSE,Microsoft,MSFT,4/9/2020,166.36,167.37,163.33,165.14,164.28,51431800
NYSE,Microsoft,MSFT,4/13/2020,164.35,165.57,162.3,165.51,164.65,41905300
NYSE,Microsoft,MSFT,4/14/2020,169,173.75,168,173.7,172.8,52874300
NYSE,Microsoft,MSFT,4/15/2020,171.2,173.57,169.24,171.88,170.99,40940800
NYSE,Microsoft,MSFT,4/16/2020,174.3,177.28,172.9,177.04,176.12,50479600
NYSE,Microsoft,MSFT,4/17/2020,179.5,180,175.87,178.6,177.67,52765600
NYSE,Microsoft,MSFT,4/20/2020,176.63,178.75,174.99,175.06,174.15,36669600
NYSE,Microsoft,MSFT,4/21/2020,173.5,173.67,166.11,167.82,166.95,56203700
NYSE,Microsoft,MSFT,4/22/2020,171.39,174,170.82,173.52,172.62,34651600
NYSE,Microsoft,MSFT,4/23/2020,174.11,175.06,170.91,171.42,170.53,32790800
NYSE,Microsoft,MSFT,4/24/2020,172.06,174.56,170.71,174.55,173.65,34305300
NYSE,Microsoft,MSFT,4/27/2020,176.59,176.9,173.3,174.05,173.15,33194400
NYSE,Microsoft,MSFT,4/28/2020,175.59,175.67,169.39,169.81,168.93,34392700
NYSE,Microsoft,MSFT,4/29/2020,173.22,177.68,171.88,177.43,176.51,51286600
NYSE,Microsoft,MSFT,4/30/2020,180,180.4,176.23,179.21,178.28,53661300
NYSE,Microsoft,MSFT,5/1/2020,175.8,178.64,174.01,174.57,173.67,39370500
NYSE,Microsoft,MSFT,5/4/2020,174.49,179,173.8,178.84,177.91,30372900
NYSE,Microsoft,MSFT,5/5/2020,180.62,183.65,179.9,180.76,179.82,36839200
NYSE,Microsoft,MSFT,5/6/2020,182.08,184.2,181.63,182.54,181.59,32139300
NYSE,Microsoft,MSFT,5/7/2020,184.17,184.55,182.58,183.6,182.65,28316000
NYSE,Microsoft,MSFT,5/8/2020,184.98,185,183.36,184.68,183.72,30912600
NYSE,Microsoft,MSFT,5/11/2020,183.15,187.51,182.85,186.74,185.77,30809400
NYSE,Microsoft,MSFT,5/12/2020,186.8,187.04,182.3,182.51,181.56,32038200
NYSE,Microsoft,MSFT,5/13/2020,182.55,184.05,176.54,179.75,178.82,44711500
NYSE,Microsoft,MSFT,5/14/2020,177.54,180.69,175.68,180.53,179.59,41873900
NYSE,Microsoft,MSFT,5/15/2020,179.06,187.06,177,183.16,182.21,46610400
NYSE,Microsoft,MSFT,5/18/2020,185.75,186.2,183.96,184.91,183.95,35306600
NYSE,Microsoft,MSFT,5/19/2020,185.03,186.6,183.49,183.63,182.68,26799100
NYSE,Microsoft,MSFT,5/20/2020,184.81,185.85,183.94,185.66,185.21,31261300
NYSE,Microsoft,MSFT,5/21/2020,185.4,186.67,183.29,183.43,182.99,29119500
NYSE,Microsoft,MSFT,5/22/2020,183.19,184.46,182.54,183.51,183.07,20826900
NYSE,Microsoft,MSFT,5/26/2020,186.34,186.5,181.1,181.57,181.13,36073600
NYSE,Microsoft,MSFT,5/27/2020,180.2,181.99,176.6,181.81,181.37,39517100
NYSE,Microsoft,MSFT,5/28/2020,180.74,184.15,180.38,181.4,180.96,33810200
NYSE,Microsoft,MSFT,5/29/2020,182.73,184.27,180.41,183.25,182.81,42146700
NYSE,Microsoft,MSFT,6/1/2020,182.54,183,181.46,182.83,182.39,22622400
NYSE,Microsoft,MSFT,6/2/2020,184.25,185,181.35,184.91,184.46,30794600
NYSE,Microsoft,MSFT,6/3/2020,184.82,185.94,183.58,185.36,184.91,27311000
NYSE,Microsoft,MSFT,6/4/2020,184.3,185.84,182.3,182.92,182.48,28761800
NYSE,Microsoft,MSFT,6/5/2020,182.62,187.73,182.01,187.2,186.75,39893600
NYSE,Microsoft,MSFT,6/8/2020,185.94,188.55,184.44,188.36,187.91,33211600
NYSE,Microsoft,MSFT,6/9/2020,188,190.7,187.26,189.8,189.34,29783900
NYSE,Microsoft,MSFT,6/10/2020,191.13,198.52,191.01,196.84,196.37,43872300
NYSE,Microsoft,MSFT,6/11/2020,193.13,195.76,186.07,186.27,185.82,52854700
NYSE,Microsoft,MSFT,6/12/2020,190.54,191.72,185.18,187.74,187.29,43345700
NYSE,Microsoft,MSFT,6/15/2020,184.58,190.82,184.01,188.94,188.48,32770200
NYSE,Microsoft,MSFT,6/16/2020,192.89,195.58,191.46,193.57,193.1,42556700
NYSE,Microsoft,MSFT,6/17/2020,195.03,196.32,193.69,194.24,193.77,25655900
NYSE,Microsoft,MSFT,6/18/2020,194,196.49,194,196.32,195.85,23061600
NYSE,Microsoft,MSFT,6/19/2020,198.59,199.29,194.37,195.15,194.68,44441100
NYSE,Microsoft,MSFT,6/22/2020,195.79,200.76,195.23,200.57,200.09,32818900
NYSE,Microsoft,MSFT,6/23/2020,202.09,203.95,201.43,201.91,201.42,30917400
NYSE,Microsoft,MSFT,6/24/2020,201.6,203.25,196.56,197.84,197.36,36740600
NYSE,Microsoft,MSFT,6/25/2020,197.8,200.61,195.47,200.34,199.86,27803900
NYSE,Microsoft,MSFT,6/26/2020,199.73,199.89,194.88,196.33,195.86,54675800
NYSE,Microsoft,MSFT,6/29/2020,195.78,198.53,193.55,198.44,197.96,26701600
NYSE,Microsoft,MSFT,6/30/2020,197.88,204.4,197.74,203.51,203.02,34310300
NYSE,Microsoft,MSFT,7/1/2020,203.14,206.35,201.77,204.7,204.21,32061200
NYSE,Microsoft,MSFT,7/2/2020,205.68,208.02,205,206.26,205.76,29315800
NYSE,Microsoft,MSFT,7/6/2020,208.83,211.13,208.09,210.7,210.19,31897600
NYSE,Microsoft,MSFT,7/7/2020,210.45,214.67,207.99,208.25,207.75,33600700
NYSE,Microsoft,MSFT,7/8/2020,210.07,213.26,208.69,212.83,212.32,33600000
NYSE,Microsoft,MSFT,7/9/2020,216.33,216.38,211.47,214.32,213.8,33121700
NYSE,Microsoft,MSFT,7/10/2020,213.62,214.08,211.08,213.67,213.15,26177600
NYSE,Microsoft,MSFT,7/13/2020,214.48,215.8,206.5,207.07,206.57,38135600
NYSE,Microsoft,MSFT,7/14/2020,206.13,208.85,202.03,208.35,207.85,37591800
NYSE,Microsoft,MSFT,7/15/2020,209.56,211.33,205.03,208.04,207.54,32179400
NYSE,Microsoft,MSFT,7/16/2020,205.4,205.7,202.31,203.92,203.43,29940700
NYSE,Microsoft,MSFT,7/17/2020,204.47,205.04,201.39,202.88,202.39,31635300
NYSE,Microsoft,MSFT,7/20/2020,205,212.3,203.01,211.6,211.09,36884800
NYSE,Microsoft,MSFT,7/21/2020,213.66,213.94,208.03,208.75,208.25,38105800
NYSE,Microsoft,MSFT,7/22/2020,209.2,212.3,208.39,211.75,211.24,49605700
NYSE,Microsoft,MSFT,7/23/2020,207.19,210.92,202.15,202.54,202.05,67457000
NYSE,Microsoft,MSFT,7/24/2020,200.42,202.86,197.51,201.3,200.81,39827000
NYSE,Microsoft,MSFT,7/27/2020,201.47,203.97,200.86,203.85,203.36,30160900
NYSE,Microsoft,MSFT,7/28/2020,203.61,204.7,201.74,202.02,201.53,23251400
NYSE,Microsoft,MSFT,7/29/2020,202.5,204.65,202.01,204.06,203.57,19632600
NYSE,Microsoft,MSFT,7/30/2020,201,204.46,199.57,203.9,203.41,25079600
NYSE,Microsoft,MSFT,7/31/2020,204.4,205.1,199.01,205.01,204.52,51248000
NYSE,Microsoft,MSFT,8/3/2020,211.52,217.64,210.44,216.54,216.02,78983000
NYSE,Microsoft,MSFT,8/4/2020,214.17,214.77,210.31,213.29,212.78,49280100
NYSE,Microsoft,MSFT,8/5/2020,214.9,215,211.57,212.94,212.43,28858600
NYSE,Microsoft,MSFT,8/6/2020,212.34,216.37,211.55,216.35,215.83,32656800
NYSE,Microsoft,MSFT,8/7/2020,214.85,215.7,210.93,212.48,211.97,27789600
NYSE,Microsoft,MSFT,8/10/2020,211.67,211.88,206.35,208.25,207.75,36716500
NYSE,Microsoft,MSFT,8/11/2020,207.16,207.65,203.14,203.38,202.89,36446500
NYSE,Microsoft,MSFT,8/12/2020,205.29,210.28,204.75,209.19,208.69,28041400
NYSE,Microsoft,MSFT,8/13/2020,209.44,211.35,208.15,208.7,208.2,22588900
NYSE,Microsoft,MSFT,8/14/2020,208.76,209.59,207.51,208.9,208.4,17958900
NYSE,Microsoft,MSFT,8/17/2020,209.6,211.19,208.92,210.28,209.77,20184800
NYSE,Microsoft,MSFT,8/18/2020,210.53,212.36,209.21,211.49,210.98,21336200
NYSE,Microsoft,MSFT,8/19/2020,211.49,212.1,209.25,209.7,209.7,27627600
NYSE,Microsoft,MSFT,8/20/2020,209.54,215,208.91,214.58,214.58,26981500
NYSE,Microsoft,MSFT,8/21/2020,213.86,216.25,212.85,213.02,213.02,36249300
NYSE,Microsoft,MSFT,8/24/2020,214.79,215.52,212.43,213.69,213.69,25460100
NYSE,Microsoft,MSFT,8/25/2020,213.1,216.61,213.1,216.47,216.47,23043700
NYSE,Microsoft,MSFT,8/26/2020,217.88,222.09,217.36,221.15,221.15,39600800
NYSE,Microsoft,MSFT,8/27/2020,222.89,231.15,219.4,226.58,226.58,57602200
NYSE,Microsoft,MSFT,8/28/2020,228.18,230.64,226.58,228.91,228.91,26292900
NYSE,Microsoft,MSFT,8/31/2020,227,228.7,224.31,225.53,225.53,28774200
NYSE,Microsoft,MSFT,9/1/2020,225.51,227.45,224.43,227.27,227.27,25791200
NYSE,Microsoft,MSFT,9/2/2020,227.97,232.86,227.35,231.65,231.65,34080800
NYSE,Microsoft,MSFT,9/3/2020,229.27,229.31,214.96,217.3,217.3,58400300
NYSE,Microsoft,MSFT,9/4/2020,215.1,218.36,205.19,214.25,214.25,59664100
NYSE,Microsoft,MSFT,9/8/2020,206.5,210.03,202.2,202.66,202.66,52924300
NYSE,Microsoft,MSFT,9/9/2020,207.6,214.84,206.7,211.29,211.29,45679000
NYSE,Microsoft,MSFT,9/10/2020,213.4,214.74,204.11,205.37,205.37,35461500
NYSE,Microsoft,MSFT,9/11/2020,207.2,208.63,201.24,204.03,204.03,33620100
NYSE,Microsoft,MSFT,9/14/2020,204.24,209.2,204.03,205.41,205.41,30375800
NYSE,Microsoft,MSFT,9/15/2020,208.42,209.78,206.93,208.78,208.78,21823900
NYSE,Microsoft,MSFT,9/16/2020,210.62,210.65,204.64,205.05,205.05,26328100
NYSE,Microsoft,MSFT,9/17/2020,200.05,204.33,199.96,202.91,202.91,34011300
NYSE,Microsoft,MSFT,9/18/2020,202.8,203.65,196.25,200.39,200.39,55225300
NYSE,Microsoft,MSFT,9/21/2020,197.19,202.71,196.38,202.54,202.54,39839700
NYSE,Microsoft,MSFT,9/22/2020,205.06,208.1,202.08,207.42,207.42,33517100
NYSE,Microsoft,MSFT,9/23/2020,207.9,208.1,200.03,200.59,200.59,30803800
NYSE,Microsoft,MSFT,9/24/2020,199.85,205.57,199.2,203.19,203.19,31202500
NYSE,Microsoft,MSFT,9/25/2020,203.55,209.04,202.54,207.82,207.82,29437300
NYSE,Microsoft,MSFT,9/28/2020,210.88,212.57,208.06,209.44,209.44,32004900
NYSE,Microsoft,MSFT,9/29/2020,209.35,210.07,206.81,207.26,207.26,24221900
NYSE,Microsoft,MSFT,9/30/2020,207.73,211.98,206.54,210.33,210.33,33780700
NYSE,Microsoft,MSFT,10/1/2020,213.49,213.99,211.32,212.46,212.46,27158400
NYSE,Microsoft,MSFT,10/2/2020,208,210.99,205.54,206.19,206.19,33154800
NYSE,Microsoft,MSFT,10/5/2020,207.22,210.41,206.98,210.38,210.38,21254700
